,Leonardo_da_Vinci,Isaac_Newton,Galileo_Galilei,Albert_Einstein,Archimedes,Nicolaus_Copernicus,Charles_Darwin,Thomas_Edison,Johannes_Gutenberg,Nikola_Tesla,Carl_Linnaeus,Marie_Curie,Blaise_Pascal,Louis_Pasteur,Hippocrates,Alfred_Nobel,James_Watt,Stephen_Hawking,Carl_Friedrich_Gauss,Giordano_Bruno,Gottfried_Wilhelm_Leibniz,Ptolemy,Michael_Faraday,Dmitri_Mendeleev,Wilhelm_Röntgen,Leonhard_Euler,Omar_Khayyam,Muhammad_ibn_Musa_al-Khwarizmi,Euclid,Alan_Turing,Max_Planck,Alexander_Graham_Bell,Gregor_Mendel,Alexander_Fleming,Alessandro_Volta,Eratosthenes,Ivan_Pavlov,Antoine_Lavoisier,Niels_Bohr,Johannes_Kepler,Florence_Nightingale,Hypatia,Galen,Paracelsus,James_Prescott_Joule,André-Marie_Ampère,Bertrand_Russell,Ernest_Rutherford,Tycho_Brahe,James_Clerk_Maxwell,Henry_Ford,Ignaz_Semmelweis,Edward_Jenner,John_Dalton,Karl_Benz,Robert_Hooke,Pierre_de_Fermat,Josef_Mengele,Werner_Heisenberg,Evangelista_Torricelli,Robert_Koch,Strabo,Henri_Becquerel,Gustave_Eiffel,Guglielmo_Marconi,Fibonacci,Anders_Celsius,Bernhard_Riemann,Christiaan_Huygens,Al-Biruni,Antonie_van_Leeuwenhoek,John_Forbes_Nash_Jr.,Georg_Ohm,Pierre-Simon_Laplace,Erwin_Schrödinger,Alexander_von_Humboldt,Jean-Baptiste_Lamarck,Hans_Christian_Ørsted,L._L._Zamenhof,Heinrich_Hertz,Rudolf_Diesel,Enrico_Fermi,Basil_of_Caesarea,Srinivasa_Ramanujan,Ibn_al-Haytham,Albert_Schweitzer,Andreas_Vesalius,Louis_Braille,Joseph_Fourier,Robert_Boyle,John_von_Neumann,Charles_Babbage,Jean_le_Rond_d'Alembert,Jabir_ibn_Hayyan,Louis_Daguerre,Pierre_Curie,Hero_of_Alexandria,Diophantus,William_Harvey,David_Hilbert,Daniel_Bernoulli,Muhammad_ibn_Zakariya_al-Razi,George_Stephenson,Edwin_Hubble,Samuel_Morse,Aristarchus_of_Samos,François_Viète,Gottlieb_Daimler,Évariste_Galois,Henri_Poincaré,Hendrik_Lorentz,Luigi_Galvani,Ernst_Haeckel,Nikolaus_Otto,Joseph-Louis_Lagrange,Konrad_Lorenz,William_Herschel,Louis_de_Broglie,Ulugh_Beg,Hipparchus,Jöns_Jacob_Berzelius,Henry_Cavendish,Gerardus_Mercator,Cai_Lun,Daniel_Gabriel_Fahrenheit,Zhuge_Liang,Amedeo_Avogadro,Pope_Sylvester_II,Alfred_Wegener,Grace_Hopper,Richard_Feynman,J._J._Thomson,Karl_Landsteiner,Nicéphore_Niépce,Linus_Pauling,John_Napier,Niels_Henrik_Abel,Georg_Cantor,Svante_Arrhenius,Fritz_Haber,Kurt_Gödel,Cyril_of_Alexandria,Mikhail_Kalashnikov,Carl_Wilhelm_Scheele,Ole_Rømer,Muhammad_al-Idrisi,Augustin-Louis_Cauchy,Cesare_Lombroso,Gerolamo_Cardano,Nestorius,Gustav_Kirchhoff,Charles-Augustin_de_Coulomb,James_Watson,Wernher_von_Braun,Piri_Reis,Ernst_Mach,Carl_Sagan,Jacobus_Henricus_van_'t_Hoff,Luc_Montagnier,Wolfgang_Pauli,Andrei_Sakharov,Lise_Meitner,Alfred_Russel_Wallace,Gottlob_Frege,Peter_Kropotkin,Nicolas_Léonard_Sadi_Carnot,Pieter_Zeeman,Luca_Pacioli,Léon_Foucault,Philipp_Lenard,Samuel_Colt,Georges_Cuvier,Ja'far_al-Sadiq,Irène_Joliot-Curie,Ludwig_Boltzmann,Alois_Alzheimer,Paul_Dirac,Hermann_von_Helmholtz,Peter_Gustav_Lejeune_Dirichlet,Friedrich_Wöhler,Ada_Lovelace,Richard_Dawkins,Thomas_Newcomen,Johannes_Diderik_van_der_Waals,Wilhelm_Ostwald,Rosalind_Franklin,Christian_Doppler,Otto_Hahn,Heike_Kamerlingh_Onnes,Humphry_Davy,Pedanius_Dioscorides,Julius_Lothar_Meyer,William_Gilbert_(astronomer),Li_Ching-Yuen,Francis_Crick,Charles_Sanders_Peirce,Werner_von_Siemens,Antonio_Meucci,Frederick_Winslow_Taylor,Pausanias_(geographer),Emmy_Noether,Joseph_Louis_Gay-Lussac,Georges_Lemaître,James_Chadwick,Karl_Ferdinand_Braun,George_Boole,Thomas_Henry_Huxley,Thomas_Hunt_Morgan,Albert_Hofmann,Eudoxus_of_Cnidus,Otto_von_Guericke,Wilhelm_Wien,Jean-Martin_Charcot,Max_Born,Élie_Metchnikoff,Johann_Bernoulli,Emil_Fischer,Denis_Papin,Justus_von_Liebig,George_Westinghouse,Giovanni_Domenico_Cassini,Bartolomeo_Cristofori,"William_Thomson,_1st_Baron_Kelvin",Apollonius_of_Perga,James_Naismith,Archytas,Michael_Servetus,Valery_Legasov,Robert_Andrews_Millikan,John_Logie_Baird,Robert_Fulton,Adolphe_Sax,Sergei_Korolev,Rudolf_Virchow,Mikhail_Lomonosov,J._Robert_Oppenheimer,William_Ramsay,Joseph-Ignace_Guillotin,Konstantin_Tsiolkovsky,Sofia_Kovalevskaya,Edmond_Halley,Rudolf_Clausius,Charles_Messier,Trofim_Lysenko,Charles_Thomson_Rees_Wilson,Gustav_Ludwig_Hertz,Charles_Francis_Richter,Wilhelm_Eduard_Weber,"Sir_George_Stokes,_1st_Baronet",Eduard_Buchner,Francis_Galton,Max_von_Laue,Franz_Mesmer,Sébastien_Le_Prestre_de_Vauban,Frédéric_Joliot-Curie,Maria_Gaetana_Agnesi,Otto_Stern,Norbert_Wiener,Sophie_Germain,Joseph_Marie_Jacquard,Nicolas_Appert,Brahmagupta,Nikolai_Vavilov,Jimmy_Wales,Niccolò_Fontana_Tartaglia,Simon_Stevin,Johannes_Stark,Georgius_Agricola,Polycarp,Elisabeth_Kübler-Ross,Lev_Landau,Philolaus,Carl_Zeiss,"John_William_Strutt,_3rd_Baron_Rayleigh",Ludolph_van_Ceulen,Maria_Goeppert_Mayer,Konrad_Zuse,Claude_Bernard,Joseph_von_Fraunhofer,William_G._Morgan,Nikolai_Lobachevsky,Tim_Berners-Lee,Marin_Mersenne,Karl_Weierstrass,Camillo_Golgi,Emil_Lenz,Charles_Édouard_Guillaume,Al-Battani,Peter_Higgs,John_Herschel,Gaspard-Gustave_de_Coriolis,Ernő_Rubik,Herman_Hollerith,Edwin_McMillan,Igor_Sikorsky,George_Gamow,Abu_al-Wafa'_Buzjani,Jean_Baptiste_Perrin,Walther_Nernst,Al-Zahrawi,Victor_Francis_Hess,Adolf_von_Baeyer,Paul_Ehrlich,Willem_Einthoven,Alexis_Carrel,Ismail_al-Jazari,Albert_A._Michelson,Abraham_Ortelius,Maria_Sibylla_Merian,Conrad_Gessner,Neil_deGrasse_Tyson,Owen_Willans_Richardson,Lawrence_Bragg,Abbas_ibn_Firnas,Arnold_Sommerfeld,Abd_al-Rahman_al-Sufi,Anatoly_Dyatlov,Charles_Louis_Alphonse_Laveran,Willebrord_Snellius,William_Rowan_Hamilton,Otto_Lilienthal,Rachel_Carson,Zhang_Heng,Edward_Teller,Henri_Moissan,Emil_Kraepelin,Isaac_Singer,Alfred_North_Whitehead,Rita_Levi-Montalcini,Abraham_de_Moivre,C._V._Raman,Claude_Shannon,Otto_Wallach,Karl_von_Frisch,Samuel_Hahnemann,Tu_Youyou,Dennis_Gabor,Hermann_Minkowski,László_Bíró,James_Franck,Urbain_Le_Verrier,August_Ferdinand_Möbius,Elon_Musk,Richard_Trevithick,Friedrich_Bessel,Émilie_du_Châtelet,Yoshinori_Ohsumi,André_Citroën,Arthur_Compton,Otto_Heinrich_Warburg,Aage_Bohr,Avempace,Dian_Fossey,G._H._Hardy,Ilya_Prigogine,Carl_David_Anderson,Hua_Tuo,Ambroise_Paré,Gaspard_Monge,Peter_Debye,Lazzaro_Spallanzani,Richard_Dedekind,Philippe_Pinel,Robert_Woodrow_Wilson,Siméon_Denis_Poisson,Charles_Goodyear,Willis_Carrier,Andrey_Kolmogorov,Gabriel_Lippmann,Johann_Heinrich_Lambert,Benoit_Mandelbrot,Joseph_Lister,August_Kekulé,George_Everest,Eugen_Bleuler,Jacob_Bernoulli,Ernst_Abbe,Frederick_Soddy,Ernst_Ruska,Umberto_Nobile,Marcello_Malpighi,Henrik_Dam,William_Henry_Bragg,Carl_Bosch,Barry_Barish,Johann_Jakob_Balmer,Aryabhata,Katherine_Johnson,Charles_Richet,Frederick_Sanger,António_Egas_Moniz,Charles_Glover_Barkla,Anders_Jonas_Ångström,Regiomontanus,Bhāskara_II,"Georges-Louis_Leclerc,_Comte_de_Buffon",Hippolyte_Fizeau,Christiaan_Barnard,Ctesibius,Jules_Bordet,Pavel_Cherenkov,François_Duvalier,Stanley_Cohen_(biochemist),Martin_Waldseemüller,Giuseppe_Peano,Wilhelm_Maybach,Santiago_Ramón_y_Cajal,Joseph_Henry,C._F._Powell,Eugene_Wigner,Douglas_Engelbart,Karl_Ernst_von_Baer,Clinton_Davisson,Roger_Joseph_Boscovich,Charles_Lyell,Hans_Adolf_Krebs,William_Crookes,René_Laennec,Giuseppe_Piazzi,Nicolas_Steno,Jean-Baptiste_Biot,Manne_Siegbahn,Karl_Drais,Pappus_of_Alexandria,Arthur_Eddington,Alexei_Kosygin,Wilhelm_Schickard,Robert_Bunsen,Barbara_McClintock,Heinrich_Wilhelm_Matthias_Olbers,Ernest_Lawrence,Augustin-Jean_Fresnel,François_Arago,Joseph_Black,John_Bardeen,John_Boyd_Dunlop,Alexandre_Yersin,Arno_Allan_Penzias,Emil_von_Behring,James_Parkinson,Felix_Klein,Jiro_Horikoshi,Steve_Wozniak,Emile_Berliner,Allvar_Gullstrand,Nikolaas_Tinbergen,Adrien-Marie_Legendre,Gerhard_Armauer_Hansen,Mary_Somerville,Igor_Tamm,Robert_Edwards_(physiologist),Kip_Thorne,Karl_Brandt,Jamshīd_al-Kāshī,Auguste_Piccard,Johann_Gottfried_Galle,Felix_Bloch,Nicolas-Joseph_Cugnot,Jack_Kilby,Jan_Baptist_van_Helmont,Henry_Moseley,Dennis_Ritchie,Simon_van_der_Meer,Henry_Fox_Talbot,Jan_Oort,Karl_Schwarzschild,Paul_Sabatier_(chemist),Christian_Goldbach,Richard_Owen,Thomas_Young_(scientist),Walther_Bothe,Gerhard_Domagk,Victor_Grignard,Fritz_Todt,Arthur_Harden,Adam_Opel,Francis_William_Aston,Johannes_Hevelius,Peter_Simon_Pallas,Alfred_Werner,Louis_Blériot,Richard_Willstätter,August_Weismann,Paul_Karrer,Claude_Louis_Berthollet,Hans_Lippershey,Josiah_Willard_Gibbs,Frank_Whittle,J._Hans_D._Jensen,George_Paget_Thomson,Ada_Yonath,Christiaan_Eijkman,Bonaventura_Cavalieri,Hermann_Staudinger,Francesco_Redi,Guillaume_de_l'Hôpital,Richard_Stallman,Harald_zur_Hausen,Pierre_Louis_Maupertuis,Robert_Bellarmine
Leonardo_da_Vinci,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac_Newton,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galileo_Galilei,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albert_Einstein,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archimedes,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolaus_Copernicus,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Charles_Darwin,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas_Edison,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
